Loan_ID,Customer_ID,Gender,Employment_Status,Loan_Amount,Interest_Rate,Loan_Term,Loan_Purpose,Loan_Status,Monthly_Income,Credit_Score
b08c867b-36c6-4009-9b10-23d00491c867,9e3c4d51-2547-4a33-b20c-65bbd8b4662f,Female,Unemployed,10763,7.93,60,Home Renovation,Rejected,192,790
aa1ba823-f62c-4fa5-9b58-36f4e0c559f8,f8b7bc2a-743c-45b0-a934-9440d68a573f,Male,Self-employed,13028,14.82,60,Car Purchase,Approved,4621,542
72bada64-a3b0-49ff-b7d8-3b681e07cef5,e49cfcea-3115-4991-97d9-5e2178736274,Female,Retired,7959,11.19,60,Education,Paid,4032,312
6f840c16-9a50-46d8-9897-0867b047a635,f50509c6-43f4-4981-b5b2-30331ae085d7,Male,Unemployed,14824,10.98,60,Business,Paid,528,840
c0caed12-0ef9-4e69-9a56-5cdccdb5ffde,ca59707b-85b8-40cb-abe2-9e1c20364bf7,Female,Self-employed,25413,6.46,36,Car Purchase,Defaulted,4858,360
d81fc2cd-423f-428a-aa9e-cd205af42fed,5450cada-a196-4c0c-8270-97387df2bb8a,Male,Employed,42272,7.48,48,Medical Bills,Defaulted,4843,655
4de9f073-157e-4b49-9727-16d083d806ea,b95c044c-0c3b-4d5a-9b1a-825f569b5bab,Male,Retired,32604,7.25,48,Medical Bills,Approved,3230,489
454310b6-e018-401a-b031-0b61b40fa814,df52a80c-bbd6-47ff-9f81-25508e759b04,Female,Unemployed,7447,11.54,24,Education,Rejected,2373,690
7d34f14a-9764-42ec-b878-4ddcb3729cf1,a574e36c-4651-4026-971a-a2001b73c471,Female,Unemployed,16768,8.58,12,Business,Approved,4449,552
c9ade98b-d6be-4106-9d9f-8a2d3a54c675,1d68a477-5439-40b6-8050-0494dfa52c04,Male,Unemployed,39667,6.09,24,Medical Bills,Paid,3393,712
5e1a9e57-ed59-4361-98c2-92502a0a1dd1,cd1a8cea-7acc-432e-b048-db595da70c9f,Female,Unemployed,1582,10.11,60,Business,Approved,2210,509
a837214d-9906-4c2f-89e1-6a9812bb4a35,85bf80f2-4f53-4502-bc5b-84359d5ba4b6,Female,Retired,16032,11.69,48,Business,Rejected,1440,485
18691a83-7fad-4330-bc75-63161378d4bc,858c2b77-b163-4341-b015-5db32d75181e,Male,Unemployed,29586,14.49,24,Medical Bills,Defaulted,837,797
5be12e25-88e9-4f96-96db-489d614b5f11,32176982-bdeb-49c1-9b83-5e3ee641653a,Female,Employed,4077,5.11,24,Education,Paid,2863,501
eb6ea0aa-511c-4af4-9ddf-cb62e7f201eb,4fac7f1c-8cef-41ef-8713-10e4d9257866,Male,Self-employed,46577,10.06,48,Medical Bills,Approved,2295,701
68919447-d477-410a-8193-040ddeda4667,295a65d1-013c-400f-b577-8b53ec94b1de,Female,Employed,19702,4.16,60,Car Purchase,Paid,4791,547
c126d05e-1c37-4fc4-8c75-df6ace8695f9,d26e767d-94c7-4cce-ac15-77b5208ac968,Male,Employed,12980,3.93,36,Business,Approved,301,389
b26b1dc2-7550-40cf-9b73-5f1de1261b76,34cd49b7-8e44-44c2-b0b0-eaf29c4d1ba5,Male,Unemployed,924,11.03,12,Medical Bills,Approved,1840,368
ed5692bf-c770-47fe-be0f-15f24fc168b1,f796c13a-f66f-4601-b9dc-086c2dea6ac1,Female,Employed,9865,10.29,48,Business,Paid,4680,551
d9be6085-282d-42c4-9d88-cd8e4a746207,deea6999-5bc6-4afd-b8f1-58a9a60941a7,Male,Self-employed,36264,10.98,24,Education,Defaulted,4638,324
a6706755-74c2-467a-8138-e71b4f112410,6a5ec947-ba0e-4c84-96a1-2c912655df90,Female,Retired,17631,14.2,24,Home Renovation,Paid,1451,460
8e85143a-3d9c-4a44-969b-424b9c312199,bb6a5b61-261b-44d6-b7a2-dcfe1fa32d67,Male,Retired,12848,7.76,24,Home Renovation,Approved,2488,775
a7434cb5-f1a2-4059-b1b3-f590bcc1f60b,701a1120-2e64-4907-b2b8-a846ce140594,Male,Employed,46940,13.68,36,Car Purchase,Approved,1453,742
5b100d15-0fae-4b77-a274-d29f1585ddae,9c5fb0f7-51e8-4d4e-8d1a-0a0ea5393368,Female,Self-employed,4190,8.41,60,Education,Defaulted,583,503
34835e8d-fa18-45cc-acef-e685f001bbd2,abc26e03-faef-4db2-af74-7cbc3d0e0d6a,Female,Employed,47193,12.02,48,Medical Bills,Rejected,1893,443
11981a2d-21d9-4a4e-bb89-3aec6cd0a9d1,5625011c-2b90-4e0b-801f-110b29f73c0f,Female,Unemployed,36068,6.04,24,Home Renovation,Rejected,3546,754
d77b1e02-3717-410e-bb7e-b97a0e83260b,97dfa08a-f95e-40de-9978-680ad83e53e2,Female,Retired,5988,6.48,24,Home Renovation,Rejected,2116,392
af8f6389-9af7-47ce-9351-c9e1f56a114f,08b35c66-140c-4f9c-ba7a-b62bada907e5,Male,Employed,43807,10.13,60,Business,Approved,4430,820
5d5ca24b-867e-43ac-8433-dcc60ad258cf,9f1d92f9-e9c3-497d-8296-d4b975b4e481,Male,Self-employed,16428,14.7,36,Medical Bills,Paid,4746,681
d44a5770-1c75-4aa9-931c-798482b91ec6,367653da-576f-4569-b8fe-579e441ae445,Male,Self-employed,3007,11.33,36,Car Purchase,Paid,3981,638
fda639e9-99fa-4b87-b0dc-e02b59b0e6e2,e6bdd2e0-ee32-4b58-8da7-97b4fe01dbd3,Female,Self-employed,12818,4.58,48,Medical Bills,Rejected,3162,501
4c352139-a210-45dc-9712-c5c5166d746d,2907eb7a-5fa4-435f-b5b1-c7af565b83f8,Female,Retired,17938,8.21,60,Home Renovation,Rejected,604,438
12a3a71f-2875-49e6-9957-2617725cd76d,62c368e6-429c-40ed-bdc5-d8ff5b3fb0f9,Male,Retired,21170,10.09,48,Car Purchase,Approved,2864,565
0d835a5d-6145-487a-b71f-bd0b0ca79ab8,d2f53729-7fde-45cf-849f-92bb59303241,Female,Unemployed,26639,13.63,12,Car Purchase,Rejected,4122,668
071f5986-2f2d-44f9-926b-09ed40144cca,407373f3-94b4-4194-8a9b-7793d0969db0,Male,Retired,30781,6.46,48,Business,Paid,3898,448
0cf8265b-2f1b-4d67-b9dd-824a8ffafb35,08f2dc37-8084-4834-8b0a-b854ae1e322f,Female,Retired,45633,4.71,48,Car Purchase,Approved,2160,614
fdfb316e-a017-49b6-b5c1-56d5347da3ce,f9c59cc5-4dc1-4648-9933-7345f56c01ba,Male,Self-employed,18180,12.3,48,Education,Approved,3419,596
3bbe870a-4fad-44a8-8f77-63e16d94d9f2,05925407-2f61-435e-b51f-445e25a117ad,Female,Employed,44646,12.94,48,Car Purchase,Rejected,3625,661
7cb3b112-a5ba-48c9-9ef0-9d343655c390,095fd491-935b-44b6-aaf4-cde496ac3d42,Female,Unemployed,16916,14.58,48,Business,Approved,2031,602
481892fd-776a-4075-98b6-c8add2397423,4ccb0232-e560-4407-b378-2e5dc6db3369,Female,Employed,33066,9.76,24,Medical Bills,Paid,1916,477
756b7ced-bac0-49e1-b6d5-e0c48576b758,4365115d-d137-4ff5-8603-5808c29e70a7,Male,Unemployed,29901,14.44,24,Car Purchase,Rejected,1817,590
204cb2b5-4112-485f-89de-0ad1aab71d90,ddd337ce-61d1-452d-85aa-bd8a0b15a45b,Female,Employed,25805,9.01,24,Business,Defaulted,2973,833
43777382-6b82-4771-b61b-4bc1ac787344,55342f16-564d-43de-81f4-1649a787985d,Female,Self-employed,13028,7.63,36,Car Purchase,Rejected,3422,532
38d63567-04fe-4dad-ae4e-36c20e30592b,3ed7d5e9-250c-4b8a-aa80-43707449ddde,Male,Employed,38756,3.56,36,Car Purchase,Rejected,3593,805
7acc029d-7420-4e0a-9424-a2752b25a873,9ca85a00-b8a3-4a86-8130-7bbf61e63ec2,Male,Retired,43263,4.33,48,Business,Defaulted,4856,824
53a4af75-e6c0-44b7-a584-2d2538c49252,f7fc74a3-bfdb-49ff-bf51-d99377b36280,Female,Self-employed,42452,7.53,36,Home Renovation,Paid,3701,582
53a2950f-fb3e-4fa6-b46d-6ee3319f60d4,f2424d7d-63dc-4b5a-aba7-5e0828094249,Male,Employed,31679,9.73,60,Car Purchase,Defaulted,2166,601
05ab5822-4642-4f07-ae62-6daac3430f3f,8eefc2d7-a57b-4cf2-ac15-ee517fa33f90,Male,Employed,1399,3.63,36,Medical Bills,Rejected,2420,445
cbcd5452-7eca-49c0-9d36-b74b0eff4777,8b05c05f-7065-4281-994e-0744a3446920,Female,Retired,11576,4.8,12,Medical Bills,Rejected,2997,706
7d8efb79-fc9b-458f-8e01-979e1fd9bc0b,41236df7-53c6-4789-a7a6-1cb631c40dac,Female,Unemployed,35324,12.73,60,Car Purchase,Defaulted,819,592
d27406eb-8d32-41e8-a0bf-b73acc99142c,103bfe4e-52da-4d76-b3f5-7613c7759d08,Male,Unemployed,48867,3.52,48,Car Purchase,Approved,3457,430
e0db4160-254e-42ec-a7fd-9aaa9d275b10,84272c3e-6f68-409c-8498-e84978a403b0,Female,Retired,14649,11.68,12,Business,Defaulted,4193,311
63aae5c7-f901-4b99-b964-c1766e3100eb,12226987-3c3c-448f-939a-4a5c7bdeccbd,Male,Employed,40853,13.95,60,Business,Approved,4837,437
4af360b8-c213-44d0-98ec-330fdcfd397a,b126fa55-fa8b-4bff-8286-a11a31dacff8,Female,Employed,46585,11.3,12,Business,Paid,3055,332
925c5b0b-82d6-4aed-a17a-f710080cf3ec,62c81ba7-1130-439b-b024-7ab54bee029d,Female,Self-employed,32686,7.8,24,Business,Approved,3379,834
f5a00965-9d01-4f14-b0ec-a62ce508ab24,13fe112f-efae-41c6-a769-2a7b54c35e11,Female,Unemployed,14519,4.08,60,Medical Bills,Paid,185,523
2b8bb827-6c70-4865-a408-ef3fe683e753,1bd43592-a7ac-4f41-badf-19f86ea49f5e,Male,Employed,29854,14.88,36,Car Purchase,Approved,531,531
f46af61b-2f7b-4268-aaa4-25a1e512a274,2bf4d0ab-c067-4208-9b8c-0a8df5169636,Female,Retired,42547,7.24,12,Education,Approved,3077,683
595413d8-0b46-4a47-af2c-a63fb9bc73d8,fa064807-5fab-45e2-879b-a18d2c5b49d4,Male,Self-employed,43145,9.11,24,Business,Approved,1325,522
d1888070-f46e-40b5-9aad-3677b46b6759,7b677ad0-f540-45b1-9703-d27228a535dc,Female,Unemployed,34417,4.14,48,Education,Defaulted,1713,610
eccc6f77-c187-4e59-8fcc-6558f8c6d5e8,16e2a05b-db2a-44d1-bd50-6979cf15f885,Male,Employed,1025,5.83,48,Home Renovation,Rejected,4183,624
bc145d38-4f68-4a7f-b8be-21975540973e,2831277d-fef4-40c1-b6e1-b369fa94caf8,Male,Retired,16489,8.22,12,Home Renovation,Defaulted,831,752
1204e125-a70d-4822-afb3-61d03e8f8456,64f25273-cea2-4f4a-81e1-d2f1315f4f89,Female,Retired,10435,10.14,24,Medical Bills,Rejected,2952,718
17223d5d-61ed-44f5-9951-81d84c0a0706,a4d9a263-4d7b-443d-9880-dcf439ed37c3,Male,Self-employed,21247,8.83,60,Home Renovation,Defaulted,2935,620
b204ba2d-d40e-4e7a-a167-ea2739a1a984,e9a4e60e-9704-47a8-8eb6-149df59cb3fb,Female,Retired,39911,14.62,24,Car Purchase,Rejected,4264,437
88f749ca-d3f1-430b-9718-d11caa83d327,27d2c770-7250-4137-b566-3730393388b5,Male,Employed,47412,8.95,24,Car Purchase,Paid,1346,539
6a884229-dac8-40b5-8afc-a86b07760341,e16d0995-d109-43ef-8e27-bcdd71cad36c,Female,Unemployed,28405,4.96,12,Business,Paid,3379,644
21b415d0-44ef-4905-83df-01243b8cc01e,ef8c68d7-7bda-45b0-b0b8-565766891750,Male,Retired,13470,10.7,48,Home Renovation,Paid,873,843
10b8ef00-891a-4f08-bac8-a45bf87d04da,0d58884b-6358-4afa-88b9-2956bbe4be7e,Female,Retired,26618,10.97,48,Business,Paid,2868,439
53ce2814-64e3-402c-b974-4e499d4affc7,59dc688f-1ec2-4e96-948d-38ea0ae1cf09,Female,Employed,11298,7.12,24,Medical Bills,Rejected,194,327
b17b73fe-cf7a-4b0a-85e1-29eb55e87a6d,40a802bc-1d5b-4e70-897f-6a8cfd7cf2e1,Female,Employed,43580,7.79,24,Home Renovation,Defaulted,4570,602
29077c14-df04-4d63-abdc-eaf107554b36,bf68436f-f82b-4f58-84ee-d307719cebd5,Male,Employed,26261,10.93,48,Business,Rejected,3746,445
f5560fd9-f397-405b-a0ac-9f3b6eff1e49,f94e2ceb-c295-4c15-a3fe-0a45a703b7aa,Male,Employed,34645,8.86,12,Home Renovation,Defaulted,2815,394
6ff86ad7-9d53-40e7-ba5a-af26767ae79f,81213781-b1b9-485a-8358-ac2ff253194e,Female,Retired,30169,5.93,48,Home Renovation,Approved,4567,679
ae2f87d0-8bca-4d1a-b630-a05aa8d788c4,edc87315-d810-4539-9d7d-e2ff61c09ef9,Female,Unemployed,1730,7.62,36,Education,Defaulted,2923,773
da70924f-3e23-4e6b-b4af-5b7848a60f98,0b4a1938-8273-4250-9c2b-c6d27c436aab,Male,Self-employed,9290,11.69,12,Medical Bills,Paid,2886,620
e21ab9f6-58d4-42d0-8211-509d2eb5b5b2,bb6ed413-4bec-423a-a93f-a237cae83c1e,Male,Retired,22705,6.08,12,Education,Paid,2195,632
1b19fc97-a518-4a3a-ad92-f705cb11476e,4ee68605-5997-43d8-b97d-aad77a1bac77,Female,Self-employed,44357,10.63,24,Medical Bills,Approved,3534,737
f79b326d-e2d4-416f-9d84-b38cc42b73df,3db09654-d80d-449a-90c6-22edf0380ece,Female,Employed,48355,9.19,12,Education,Approved,4345,358
7bd756a2-91b7-463f-a5a5-683e388ea915,35877c0b-23e6-4425-aeb8-4cc7f45cf004,Male,Retired,18872,13.99,24,Car Purchase,Paid,2137,726
1692b8f7-c82d-4990-ba4b-24d4fa09f122,3156120d-3ffd-4174-b419-0a7c27ff36fb,Female,Unemployed,3876,6.37,48,Education,Rejected,4460,622
aaf41c8f-9e8d-4c97-8a92-0d4ba9843633,29c9f62c-2b18-4341-8cde-b6dd88e26463,Female,Employed,16715,10.84,36,Medical Bills,Approved,3006,705
4a646b42-b6f1-4d30-92b8-2ad8d0b055ba,d69a6d68-50de-46d4-b40b-fec89e1283b8,Female,Retired,1499,6.83,24,Car Purchase,Approved,4922,780
1f2cfa56-f490-419d-8309-ca1ec2b25413,32b584cb-5f54-48f6-b3ed-139273cdbc36,Male,Employed,31423,14.87,36,Business,Defaulted,3893,637
db456e64-5a2a-429e-a9c6-22d7fef9249a,2fc9fd07-d4e4-4378-9575-014778018e31,Male,Retired,34340,11.72,24,Business,Rejected,4116,815
2b2649f5-5784-4ff5-bf28-e527954915a2,7116c660-c9ca-47d6-8172-25efe1c74768,Female,Retired,33078,12.48,36,Education,Paid,174,448
dd0357a8-090d-4ed6-a6f8-357517d840f9,15ecce80-f15f-45cb-9e2a-3b4520e762e7,Female,Retired,41603,5.64,60,Home Renovation,Approved,1786,432
1c054cbd-b0d2-4f42-be44-9f8dba29c58d,2deb9eaf-2205-4445-85e1-9f43d2bd3633,Female,Unemployed,27256,11.81,24,Medical Bills,Paid,3074,499
e8e2219a-9773-4434-be14-fbf6bd5d6f9c,b829938e-34da-4fa4-8bde-3741b288516c,Female,Self-employed,22870,12.74,24,Home Renovation,Rejected,2203,522
b3751743-50e4-4133-a4fd-dadad8151911,c3cf6156-8646-4622-b80c-494dadf64cdd,Male,Retired,42223,8.44,48,Education,Paid,3570,346
1365764d-e22b-4ff7-a0db-c8ae1f06ea9c,6b3a8a71-2a5a-4a71-bdbd-700b6a4360be,Male,Self-employed,10516,6.42,48,Business,Rejected,3534,397
91d763ed-492d-402a-9a7a-a8e3fed9de23,2954df6f-c977-4cc2-945b-cb4c72773afe,Male,Unemployed,8533,4.05,60,Education,Rejected,1337,494
467838a5-734f-43b7-852c-78f8ca5fc640,16da32cb-a932-4212-8df4-646e686e30f5,Female,Retired,23874,13.51,48,Business,Defaulted,2654,412
7f186ab5-129e-4731-a0ea-f59859705651,98d4e7e0-63a9-451e-8277-8f4aa7ddcae3,Male,Retired,21555,9.77,36,Education,Rejected,838,805
a8cb188b-e23b-4688-9b7e-6a1147a40d32,971b43ce-de5e-47ef-a974-0565d2d81c3a,Male,Employed,47620,11.1,36,Car Purchase,Defaulted,1786,536
c74299bf-3543-457b-8dcf-c6d3962c5e7f,58fc0064-68f3-44c3-bc91-20730c55a960,Female,Employed,13786,4.18,24,Medical Bills,Approved,3106,531
ebeba96b-c06a-4a12-be95-923b8d29f04b,06b28de6-d43b-40c6-bd5c-861db672a0b8,Female,Retired,49195,6.51,48,Business,Rejected,953,391
d74d7014-d1f0-49dd-84a2-1bea8e765493,67cbefe0-45ee-4f04-9683-33b2e5ae1a3c,Female,Unemployed,40473,14.98,36,Car Purchase,Paid,1864,385
81eb852f-52d6-4d69-9469-e91992a3cac2,a14163e4-bfd0-4dbc-b903-4b1ea2aff8e4,Female,Employed,9784,9.46,60,Home Renovation,Defaulted,1421,408
6ef81093-7f86-427a-8842-e42e23839a85,b3058e67-73d1-49f5-9d10-920762f8fdb3,Female,Self-employed,24244,4.75,36,Car Purchase,Approved,3863,590
fa76d16a-8a40-45d7-8364-53d3d8b84dec,9c0d9187-960f-4d55-a8d0-8a45fc7f0f32,Female,Unemployed,48833,6.54,48,Home Renovation,Paid,3648,343
593abd95-d77f-4b86-98f5-6bc37cb64016,ca98755c-0e47-4148-8c80-450982ca38ef,Female,Employed,34499,9.06,24,Medical Bills,Paid,4475,577
c85f6cfb-fed1-48eb-8258-8cce7a77e472,693e09bd-dda5-40c2-840d-ff2f808afe04,Male,Retired,31348,9.54,24,Business,Paid,551,471
f5067200-295e-4dd5-ad6f-b033e3f85ed9,84ea8e94-2047-43c8-a0b2-c27872298b5f,Male,Unemployed,4077,7.06,60,Business,Paid,4109,368
a21bfd2f-7ad7-40f8-b0ad-e50b728a32a1,d35ddc70-9348-4a5c-bdc1-9491e1b2725f,Female,Self-employed,17043,10.1,60,Education,Approved,3755,578
7939292a-4be4-41cd-a773-f564912feaa0,cb2b448f-bf0d-4f7e-92fe-ea057d208233,Female,Employed,19133,8.19,48,Education,Paid,4449,558
5bfa51dd-e0fa-4745-8974-7a3911a62e84,4df173c1-1478-4d8a-a3ac-31f7227acb7d,Female,Employed,913,9.53,48,Education,Paid,2259,631
94fc5d21-69d2-4fb4-849f-0d2da50261fd,e9527bc9-d4b8-46d3-adc4-d5facf68361d,Female,Unemployed,18360,7.65,12,Business,Rejected,1513,531
69f2c67c-a07b-4f7d-8b95-5c8519e13a1f,59a4ec16-12af-4d9f-9736-1e75c61dccef,Male,Self-employed,43495,14.64,24,Car Purchase,Defaulted,3150,747
67d70259-9841-4c52-b06c-7d75dda7b51a,b01da668-b804-4127-96bd-f409238707e6,Female,Retired,5103,3.82,48,Business,Paid,505,367
b6ca92bf-dc55-4750-a5f9-988da32ae8c8,d258cd6b-4147-4168-85c7-91585813aa35,Female,Retired,3461,6.02,12,Medical Bills,Paid,1604,584
19a484d9-a6dc-40a7-be24-a5bf418acf87,a22b62a1-116b-4d0d-8ae1-0f1def44908a,Female,Retired,22634,6.05,24,Car Purchase,Approved,4782,497
52aacb4d-29b8-4e68-880b-f37199980f3d,6326f45d-361a-484d-8c5c-b91fee911191,Female,Self-employed,30665,10.33,36,Medical Bills,Defaulted,340,707
f1fc685b-19a4-4b6e-9fc1-caa18e3b1183,3bf7b2cc-d32a-4d7a-97f1-96a22172ba7a,Male,Employed,38741,10.27,24,Car Purchase,Approved,1582,405
ef4c78ec-5e6d-4eb6-be35-de30a2a1e989,d5783b0b-28f4-468f-b84e-f953eb76199b,Female,Employed,8128,9.4,60,Education,Rejected,1804,829
4945b23d-0a27-4189-9976-c1e9c1935cfc,f32b2d5d-9893-4aa0-9686-8e5d5d457781,Female,Self-employed,49470,5.82,12,Business,Defaulted,1583,754
d3b6b55b-21ca-4271-9a29-eb5db61c2bb1,9ea5f371-3184-4d20-b0c9-e0a3e34af34d,Male,Unemployed,39116,12.54,12,Medical Bills,Defaulted,1929,764
c8025cf2-c769-40e3-bf94-0260210f62b5,38f403df-df0f-4194-aebc-688363b607c0,Male,Self-employed,48083,13.83,36,Home Renovation,Paid,1074,728
2dd9c62b-7910-47b3-b70a-c5999bdf2608,af12727d-13e6-47af-ad36-3dec6f780f82,Female,Employed,10270,11.78,12,Medical Bills,Defaulted,2435,454
df99f5f5-0bd0-43d1-8625-79a38336a733,6a15044b-7aca-45f7-b94c-eb970335d8c0,Male,Retired,29672,8.08,24,Education,Paid,2484,800
9996b225-ee2a-4adf-bda7-c6374108a1b2,9492fe10-29b4-4abb-8850-f7168e448171,Male,Employed,36352,11.82,48,Education,Defaulted,4281,314
b855bf7e-fe77-41c9-9b0c-d11dfcd2df86,948ceea3-a9c4-472c-8828-18b8bc8c8a69,Female,Retired,49904,6.7,48,Education,Approved,3613,471
c52ce744-72f1-4afe-abc9-3e07c64088f9,e857b121-e25a-4973-8b1c-225fca07ea3f,Female,Employed,4161,10.48,24,Business,Rejected,4177,499
67f951f5-83de-4e31-acda-9144d4bf1135,e4f3fc99-95ab-4cab-bf36-bca2fe0e38c0,Female,Self-employed,37891,8.16,36,Education,Rejected,4318,643
836f673f-8fec-4c93-856b-0a183a83f40b,b73066df-d9e4-4117-b502-429708f61593,Female,Unemployed,5961,13.39,24,Medical Bills,Defaulted,4455,311
b42bd638-4262-453f-a8cd-1d7058267593,3871bf2f-8e1c-4abf-aed4-edc2299da70f,Male,Retired,11514,11.97,24,Home Renovation,Approved,1020,323
c0a277b3-e182-402b-8cc0-1fbf57f96a6f,8d4473a0-34bb-49fd-9f4d-380a8313918c,Female,Self-employed,42270,13.31,48,Car Purchase,Approved,4485,813
6fd30976-877a-4ce7-b190-4e711d66b588,abf41cf5-1a09-4bf9-9676-78f3c9db7e6e,Male,Unemployed,45407,6.41,48,Education,Defaulted,1037,364
7d05a7a9-33e5-4fad-9d6e-1f410df814f7,e76a839b-9d46-40cf-b808-00ec53622e6c,Female,Employed,37875,4.8,36,Car Purchase,Defaulted,3987,393
0f55c32b-cfbf-4c40-af6f-8b12ee1b3f1d,dc89db0c-fbf6-4e7d-83b0-9a96eada4a3f,Male,Unemployed,37060,5.3,60,Medical Bills,Paid,3224,570
f1ff6a7c-85e6-4155-99f3-1209ebc6bfc6,0a70bf91-bd8d-46c8-80cd-daac2f73b459,Male,Retired,24344,4.2,48,Business,Defaulted,1995,656
c8d45455-7849-40ab-b809-b6830fe94f05,907692ff-7928-4f05-8f39-36eb76e8a2cf,Male,Employed,35000,6.27,24,Medical Bills,Paid,1445,504
762bf773-887c-4236-a292-525118fcc24c,5d570dd5-e762-48bb-9212-04e2320d1eb4,Male,Unemployed,28868,8.52,36,Medical Bills,Approved,3069,747
e25beee4-180b-40aa-a678-1b730f5f3db4,7f20a443-9f7a-4e52-bba0-998a4478e97f,Male,Retired,47181,10.08,36,Medical Bills,Paid,442,408
fbb14bba-4e67-4dfe-a431-f44d0f404e7d,0dca1440-2349-4f82-97cb-bc1568c28833,Female,Unemployed,42475,11.91,36,Business,Defaulted,4911,501
7f7f7e1b-2ef9-4b8a-90ad-b8ad0b6b910b,4956a1c0-8d79-43eb-907d-fc973a8dd857,Male,Employed,33359,7.82,24,Car Purchase,Defaulted,3098,459
d12499cf-5f46-4083-af5b-04a94445d460,e97d879f-a18f-4be9-8806-6466b3375f11,Male,Unemployed,7475,13.59,36,Home Renovation,Rejected,4640,827
454584d1-bf04-4b37-afcc-e8d936ca4e2d,ec7a15b5-96e4-4c51-bdf3-d90ec5b63a13,Female,Self-employed,35350,4.52,12,Car Purchase,Paid,191,653
8205806a-35f5-4979-b7ce-0c8015bc3215,5345251e-e1ec-480e-8a8b-8263b05087b1,Male,Unemployed,47947,4.33,24,Car Purchase,Rejected,1786,517
5672505e-a8c0-42da-85f8-05d54c2ee0fe,b41bcbae-a8a2-4260-a089-8b8c465a7888,Female,Employed,14372,7.36,48,Car Purchase,Defaulted,365,832
b9d2d340-bab7-4a1d-addd-c290fb386e3c,0c1d2230-b28f-426a-913b-4eb94b7ce7e1,Male,Unemployed,33039,8.69,24,Car Purchase,Paid,1506,661
456c06c3-4f8f-4334-a938-450bede513b7,b42ce092-e430-488b-9df9-1908b486a01a,Male,Self-employed,3806,14.97,12,Car Purchase,Paid,3502,662
cd709033-0873-4932-949b-ed6a5b208460,af7360d0-87fd-4533-b578-884ef0eaa21f,Female,Self-employed,12978,12.98,36,Business,Paid,4773,816
c4868285-e5fc-4f11-97d6-d2358e195f62,dc4b738c-b5b8-4e09-9e65-528860c03fb9,Female,Self-employed,18812,3.74,36,Business,Paid,4340,330
2e0e2fba-fc82-477b-a38e-a6a4cf700503,8b044629-4771-490d-be4f-1706cf0281f4,Female,Self-employed,18857,9.33,24,Car Purchase,Defaulted,756,508
4d3dc240-03c7-42fe-922c-7455aa55c764,9fa3b4e7-cad1-48dc-8b4f-bfc933c60008,Male,Retired,25094,5.26,12,Business,Rejected,1684,722
7ff383c9-7244-482d-89fe-de4673da02ee,364270c6-25d5-41af-bd3a-b3e62fc7ef5f,Female,Unemployed,35790,12.17,48,Business,Approved,861,541
b35001b2-c01e-4e0d-9c10-5dd80c0ed5e1,fa11618b-98ce-4215-b75a-01e0a1de73b0,Female,Employed,3000,6.94,12,Car Purchase,Defaulted,4624,358
f666527f-ff95-43b2-b26f-73fd34da787b,57940ab4-d520-488a-8b54-d6934be6430e,Male,Retired,11972,6.42,12,Education,Paid,4084,405
d3cf1651-ef0b-4bd5-9a6c-439c605869de,a4067330-78de-4446-bebe-85d2ab514c5d,Male,Self-employed,16596,11.42,36,Home Renovation,Approved,532,827
a7b49278-e49e-4ae1-87d8-4f74fb5a2bec,06075136-7d3f-4c1c-979d-49fd70c21518,Male,Retired,30043,11.72,48,Home Renovation,Paid,4869,672
4e6ad1ed-30a3-47c8-a298-b313b0a50069,d17e2b6d-9c49-44bd-891f-d39bab78ca90,Female,Retired,979,13.97,60,Car Purchase,Paid,2455,803
31fc6099-3612-4acc-9a73-75e07d79a75a,a494a95a-865f-4ec9-a456-ffea36ddac25,Female,Unemployed,21920,13.9,48,Car Purchase,Rejected,3230,355
a3646817-62db-4045-bc3d-8050ca0637f6,b7b87a49-21eb-4374-98da-4bf7fdcb4994,Male,Self-employed,33880,3.5,24,Business,Rejected,1933,598
0d2187c2-63d0-457f-9de0-b83b0c4fbc61,316cba0f-7600-4236-afd3-4ed62d660aa3,Female,Self-employed,34135,4.8,36,Home Renovation,Rejected,4523,825
34e77ad0-57ee-4c62-8532-d92136267c20,a773d1ee-6e35-4ed1-8f04-c166013e981e,Female,Self-employed,38704,3.83,48,Business,Rejected,162,332
9f43cc70-dc4c-4357-a2b2-e0f388b52c75,a0c80c9d-fb6c-43e6-81c7-fe297db8091a,Female,Employed,46544,14.15,48,Education,Rejected,4805,480
8eccf028-aad9-4455-9451-5f232700070c,f2dcc3ee-a14e-4898-bb7c-87577ba4209d,Female,Retired,28319,7.38,48,Car Purchase,Paid,1974,612
c0b26b99-363e-4bc8-9439-01ca09563c8c,0968723f-b0d2-411b-8d42-84f928b3e164,Female,Self-employed,40150,12.99,24,Medical Bills,Rejected,4434,417
04545a07-fed1-4069-a053-046c4df8729f,4e422ce7-9a47-4b5e-b809-b0f1b6be9f5b,Female,Unemployed,46255,3.87,24,Education,Paid,3245,737
1e509cf9-4032-4ec3-bd51-f75d9dbdf5b8,5ea93a02-d18d-437d-956c-c18a05c81fab,Female,Self-employed,47088,8.24,48,Business,Paid,1346,839
8f2f09c3-4341-4497-b193-4a523d99d76e,0c073ff2-4bf5-4c75-a154-ece51c0b0f52,Female,Unemployed,11945,12.5,24,Business,Paid,2676,842
